Time,Day,Hour,Min,10->11, Event, Episode No, Duration, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI,,hist, Lane Volume(vphpl),Speed (mph),Density (vphpl), CumuFlow, TTI Diff, Flow Diff
2040,1,10,0,,0,0,0,189.600006,20.299999,5.37,28123.20117,320.197052,,,475.279999,40.556664,8.253332,31647.2793,152.564667,-285.679993
2045,1,10,5,,0,0,0,439.200012,19.799999,15.49,28562.40039,328.282837,,,474.240021,42.150002,8.126001,32121.52148,165.617249,-35.040009
2050,1,10,10,,0,0,0,439.200012,19.6,15.76,29001.59961,331.63266,,,465.760101,43.379997,7.917333,32587.28125,172.60701,-26.560089
2055,1,10,15,,0,0,0,324,17,22.050001,29325.59961,382.352936,,,441.840027,44.049995,8.120999,33029.11719,222.898727,-117.840027
2060,1,10,20,,0,0,0,300,15.4,20.42,29625.59961,422.077942,,,446.720032,44.596668,7.989001,33475.83594,262.712952,-146.720032
2065,1,10,25,,0,0,0,372,15.5,16.49,29997.59961,419.354828,,,460.640015,44.666672,8.179,33936.48047,259.260376,-88.640015
2070,1,10,30,,0,0,0,398.399994,17.4,12.860001,30396,373.563232,,,462.720062,44.583336,8.203666,34399.20313,213.514709,-64.320068
2075,1,10,35,,0,0,0,432,17.4,16.240002,30828,373.563232,,,458.000031,44.993336,8.464,34857.19922,213.084274,-26.000031
2080,1,10,40,,0,0,0,451.200012,17.700001,16.769999,31279.19922,367.231628,,,473.759979,44.653336,9.100001,35330.95313,205.109619,-22.559967
2085,1,10,45,,0,0,0,434.399994,19.299999,13.47,31713.59961,336.787567,,,459.759949,44.310001,8.463666,35790.72266,173.398193,-25.359955
2090,1,10,50,,0,0,0,396,19.1,13.68,32109.59961,340.314117,,,454.799957,43.503338,8.672667,36245.51953,173.116669,-58.799957
2095,1,10,55,,0,0,0,456,19.299999,16.360001,32565.59961,336.787567,,,474.95993,43.130001,9.488666,36720.47656,167.103867,-18.95993
2100,1,11,0,,0,0,0,410.399994,19.799999,13.400001,32976,328.282837,,,442,43.033333,8.736667,37162.48047,156.738129,-31.600006
2105,1,11,5,,0,0,0,453.600006,21.799999,12.720001,33429.60156,298.165161,,,453.52005,43.259998,8.743334,37615.99609,126.457489,0.079956
2110,1,11,10,,0,0,0,381.600006,24.9,8.349999,33811.20313,261.044189,,,453.119995,43.429993,8.47,38069.125,91.153564,-71.519989
2115,1,11,15,,0,0,0,403.200012,32.200001,5.77,34214.40234,201.863342,,,446.720001,44,8.076333,38515.83594,36.495941,-43.519989
2120,1,11,20,,0,0,0,391.200012,36.599998,5.69,34605.60156,177.595642,,,450.560028,44.303329,8.227,38966.40234,13.45668,-59.360016
2125,1,11,25,,0,0,0,415.200012,41.599998,5.98,35020.80078,156.25,,,456.240021,44.213326,8.523668,39422.63672,-8.177155,-41.040009
2130,1,11,30,,0,0,0,453.600006,43,6.67,35474.40234,151.162796,,,444.720032,44.020004,8.902999,39867.36328,-16.823685,8.879974
2135,1,11,35,,0,0,0,441.600006,45,6.29,35916.00391,144.444443,,,450.560028,44.263332,8.453,40317.91406,-24.047607,-8.960022
2140,1,11,40,,0,0,0,458.399994,45.700001,6.8,36374.40234,142.231949,,,464.640045,44.043339,8.983334,40782.55859,-29.344421,-6.240051
2145,1,11,45,,0,0,0,388.799988,47.099998,5.37,36763.20313,138.004257,,,450.319946,43.713329,8.898667,41232.87891,-36.141525,-61.519958
2150,1,11,50,,0,0,0,384,47.700001,5.46,37147.20313,136.268341,,,444.639984,43.533333,8.969666,41677.51953,-40.789368,-60.639984
2155,1,11,55,,0,0,0,451.200012,48.099998,6.710001,37598.40234,135.135132,,,425.519989,43.200001,8.853999,42103.04297,-45.779633,25.680023
2160,1,12,0,,0,0,0,379.200012,47.599998,5.56,37977.60156,136.554626,,,425.279968,42.693336,9.575666,42528.31641,-50.878998,-46.079956
2165,1,12,5,,0,0,0,448.799988,48.700001,6.45,38426.40234,133.47023,,,426.159943,42.203331,9.044335,42954.48047,-58.80658,22.640045
2170,1,12,10,,0,0,0,391.200012,49.599998,5.32,38817.60156,131.048386,,,428.880035,42.170006,9.268001,43383.36719,-64.959778,-37.680023
2175,1,12,15,,0,0,0,434.399994,49.200001,6.04,39252,132.113815,,,433.040039,41.75333,9.713334,43816.40234,-67.170395,1.359955
2180,1,12,20,,0,0,0,400.799988,50.700001,5.68,39652.80078,128.205124,,,425.199982,41.606667,9.489667,44241.59766,-73.048721,-24.399994
2185,1,12,25,,0,0,0,369.600006,48.799999,5.62,40022.40234,133.196716,,,435.679993,41.409996,9.67,44677.27734,-69.850296,-66.079987
2190,1,12,30,,0,0,0,441.600006,47.200001,7.41,40464.00391,137.711868,,,431.359955,41.353336,9.039334,45108.64063,-64.383545,10.240051
2195,1,12,35,,0,0,0,415.200012,46.799999,5.97,40879.20313,138.888885,,,453.600037,41.163338,9.596998,45562.23828,-61.533707,-38.400024
2200,1,12,40,,0,0,0,439.200012,47,6.84,41318.40234,138.297867,,,451.119995,40.793331,9.584667,46013.36328,-60.51506,-11.919983
2205,1,12,45,,0,0,0,410.399994,47.400002,6,41728.80078,137.130798,,,452.079987,40.996662,9.235001,46465.44141,-59.473236,-41.679993
2210,1,12,50,,0,0,0,405.600006,46.700001,6.17,42134.40234,139.186295,,,462.080048,40.850002,10.071668,46927.51953,-58.102814,-56.480042
2215,1,12,55,,0,0,0,420,48.700001,5.85,42554.40234,133.47023,,,450.720001,41.556667,10.097332,47378.23828,-62.037567,-30.720001
2220,1,13,0,,0,0,0,400.799988,48.799999,5.77,42955.20313,133.196716,,,436.480011,40.806664,10.180333,47814.72266,-65.700317,-35.680023
2225,1,13,5,,0,0,0,436.799988,49.599998,6.09,43392.00391,131.048386,,,440.320007,40.433338,9.667665,48255.04297,-67.801865,-3.52002
2230,1,13,10,,0,0,0,427.200012,48.799999,6.2,43819.20313,133.196716,,,429.920013,39.776669,9.698668,48684.95703,-65.434402,-2.720001
2235,1,13,15,,0,0,0,496.799988,50,7.29,44316.00391,130,,,455.440002,39.526665,10.635,49140.40234,-69.687531,41.359985
2240,1,13,20,,0,0,0,384,49.700001,5.63,44700.00391,130.784714,,,444.240021,39.253342,10.470998,49584.64063,-73.018341,-60.240021
2245,1,13,25,,0,0,0,470.399994,49.599998,6.7,45170.40234,131.048386,,,445.040009,38.730003,10.510333,50029.67578,-75.965317,25.359985
2250,1,13,30,,0,0,0,415.200012,50.900002,5.52,45585.60156,127.70137,,,448.720062,38.263332,10.444665,50478.39844,-80.39209,-33.52005
2255,1,13,35,,0,0,0,458.399994,50.200001,6.91,46044,129.482071,,,459.599945,37.783325,10.947335,50938,-79.803436,-1.199951
2260,1,13,40,,0,0,0,487.200012,50.200001,7.09,46531.19922,129.482071,,,465.360016,37.543335,11.074334,51403.35547,-81.594681,21.839996
2265,1,13,45,,0,0,0,475.200012,49.400002,7.01,47006.39844,131.578949,,,438.240021,36.843334,10.984666,51841.58984,-84.907959,36.959991
2270,1,13,50,,0,0,0,393.600006,51.099998,5.36,47400,127.201569,,,445.120087,36.136665,11.895,52286.72656,-94.063339,-51.520081
2275,1,13,55,,0,0,0,403.200012,51.700001,5.51,47803.19922,125.725334,,,426.799988,35.73,11.428667,52713.52344,-98.759468,-23.599976
2280,1,14,0,,0,0,0,410.399994,50.5,5.99,48213.59766,128.712875,,,429.040009,35.286671,11.679001,53142.55859,-99.288986,-18.640015
2285,1,14,5,,0,0,0,436.799988,51.099998,5.95,48650.39844,127.201569,,,432.080017,35.479996,11.386666,53574.64453,-103.347992,4.719971
2290,1,14,10,,0,0,0,470.399994,51.099998,6.94,49120.79688,127.201569,,,454.079987,35.713333,11.381,54028.71484,-101.911453,16.320007
2295,1,14,15,,0,0,0,453.600006,51.299999,6.56,49574.39844,126.705658,,,452.160065,35.509998,11.924333,54480.875,-105.317947,1.439941
2300,1,14,20,,0,0,0,477.600006,51.700001,6.68,50052,125.725334,,,444.960022,35.01667,11.999665,54925.83594,-108.48864,32.639984
2305,1,14,25,,0,0,0,456,51.700001,6.27,50508,125.725334,,,443.0401,34.186668,12.998666,55368.88281,-114.460945,12.9599
2310,1,14,30,,0,0,0,427.200012,53,5.55,50935.19922,122.64151,,,451.040039,33.353336,13.017335,55819.91797,-121.105774,-23.840027
2315,1,14,35,,0,0,0,494.399994,52.299999,6.96,51429.59766,124.282982,,,443.680023,32.363331,13.210334,56263.58984,-125.089897,50.719971
2320,1,14,40,,0,0,0,441.600006,52.5,6.06,51871.19922,123.809525,,,430.799988,31.666666,12.887334,56694.39063,-130.546539,10.800018
2325,1,14,45,,0,0,0,492,52.700001,6.77,52363.19922,123.339653,,,434.319977,30.460003,14.525666,57128.71484,-142.395149,57.680023
2330,1,14,50,,0,0,0,460.799988,53,6.17,52824,122.64151,,,448.799988,29.240004,14.984668,57577.51563,-149.180206,12
2335,1,14,55,,0,0,0,434.399994,51.099998,6.67,53258.39844,127.201569,,,429.440002,28.049995,15.140669,58006.95703,-154.502319,4.959991
2340,1,15,0,,0,0,0,446.399994,49.799999,6.92,53704.79688,130.522095,,,409.919952,27.359999,13.914,58416.875,-155.377777,36.480042
2345,1,15,5,,0,0,0,403.200012,49.900002,5.84,54107.99609,130.260513,,,414.960052,27.109997,13.673,58831.84766,-155.87587,-11.76004
2350,1,15,10,,0,0,0,453.600006,50,6.74,54561.59766,130,,,423.439972,26.959999,13.578999,59255.27344,-153.168671,30.160034
2355,1,15,15,,0,0,0,448.799988,48.700001,6.8,55010.39844,133.47023,,,417.920013,26.443335,14.418001,59673.19531,-149.980331,30.879974
2360,1,15,20,,0,0,0,429.600006,49,6.64,55440,132.653061,,,426.880005,26.523338,13.957333,60100.07813,-148.7314,2.720001
2365,1,15,25,,0,0,0,415.200012,49.099998,6.26,55855.19922,132.382889,,,413.840027,26.556665,13.542665,60513.92188,-146.937241,1.359985
2370,1,15,30,,0,0,0,424.799988,49,6.43,56280,132.653061,,,427.600006,26.986668,12.689668,60941.51563,-138.699814,-2.800018
2375,1,15,35,,0,0,0,453.600006,49.700001,6.45,56733.60156,130.784714,,,423.039978,27.253334,13.166999,61364.5625,-137.106979,30.560028
2380,1,15,40,,0,0,0,453.600006,50.400002,6.59,57187.20313,128.968246,,,415.440033,27.146669,13.856665,61779.99609,-139.998245,38.159973
2385,1,15,45,,0,0,0,403.200012,51.799999,5.44,57590.40234,125.482628,,,419.600006,26.923336,14.155667,62199.60156,-145.324867,-16.399994
2390,1,15,50,,0,0,0,427.200012,51.700001,6.08,58017.60156,125.725334,,,388.800018,26.476671,13.779999,62588.39453,-150.004219,38.399994
2395,1,15,55,,0,0,0,434.399994,52.400002,6.08,58452,124.045799,,,386.399963,26.146664,14.379999,62974.79297,-157.396553,48.000031
2400,1,16,0,,0,0,0,408,52,5.87,58860,125,,,394.480042,25.973335,14.196668,63369.28906,-158.956238,13.519958
2405,1,16,5,,0,0,0,398.399994,52.5,5.65,59258.39844,123.809525,,,420.240021,26.566668,13.261333,63789.51953,-153.275467,-21.840027
2410,1,16,10,,0,0,0,487.200012,51.299999,7.3,59745.59766,126.705658,,,417.919952,27.203335,13.097,64207.4375,-142.491364,69.28006
2415,1,16,15,,0,0,0,429.600006,52.700001,5.85,60175.19922,123.339653,,,419.440002,26.953329,14.428332,64626.875,-147.089088,10.160004
2420,1,16,20,,0,0,0,429.600006,52.900002,6,60604.80078,122.873344,,,387.919983,26.00667,14.940999,65014.80078,-157.382423,41.680023
2425,1,16,25,,0,0,0,448.799988,53.299999,6.2,61053.60156,121.951218,,,400.639984,25.336668,15.333668,65415.44531,-164.298599,48.160004
2430,1,16,30,,0,0,0,369.600006,54.099998,4.93,61423.20313,120.147881,,,389.600037,24.92,14.707667,65805.04688,-169.59214,-20.000031
2435,1,16,35,,0,0,0,456,53.400002,6.52,61879.20313,121.722839,,,409.359955,24.999998,14.530334,66214.39844,-164.529114,46.640045
2440,1,16,40,,0,0,0,441.600006,53.299999,6.25,62320.80469,121.951218,,,404.559998,25.003332,14.946666,66618.96094,-163.992203,37.040009
2445,1,16,45,,0,0,0,434.399994,53.900002,5.91,62755.20313,120.593689,,,385.759979,24.746666,15.316334,67004.71094,-168.699707,48.640015
2450,1,16,50,,0,0,0,456,53.200001,6.58,63211.20313,122.18045,,,365.200043,23.859999,15.948667,67369.92188,-176.485565,90.799957
2455,1,16,55,,0,0,0,386.399994,54.400002,5.11,63597.60156,119.485291,,,384.240021,23.24,16.071333,67754.16406,-187.349945,2.159973
2460,1,17,0,,0,0,0,396,54.799999,5.4,63993.60156,118.613144,,,392.000031,23.223333,16.079668,68146.15625,-187.531967,3.999969
2465,1,17,5,,0,0,0,396,55.099998,5.39,64389.60156,117.967339,,,402.240021,23.42,15.619335,68548.40625,-187.170204,-6.240021
2470,1,17,10,,0,0,0,410.399994,54.299999,5.8,64800,119.705345,,,384.640015,23.836666,15.810665,68933.03906,-181.831825,25.759979
2475,1,17,15,,0,0,0,458.399994,54.700001,6.31,65258.39844,118.829979,,,368.239929,23.183332,15.836334,69301.28906,-192.750801,90.160065
2480,1,17,20,,0,0,0,415.200012,55.200001,5.6,65673.60156,117.753624,,,361.840027,22.793339,16.301998,69663.11719,-197.528389,53.359985
2485,1,17,25,,0,0,0,372,55.599998,5.04,66045.60156,116.906479,,,363.519958,22.363335,16.730669,70026.64063,-203.490768,8.480042
2490,1,17,30,,0,0,0,396,55.5,5.41,66441.60156,117.117119,,,378.640045,22.103333,16.696667,70405.27344,-206.327156,17.359955
2495,1,17,35,,0,0,0,364.799988,55.200001,5,66806.39844,117.753624,,,368.560028,22.040003,16.023001,70773.84375,-206.73896,-3.76004
2500,1,17,40,,0,0,0,381.600006,55.599998,5.19,67188,116.906479,,,356.400024,22.333336,14.845331,71130.22656,-204.82225,25.199982
2505,1,17,45,,0,0,0,393.600006,55.5,5.44,67581.60156,117.117119,,,372,23.01333,15.663667,71502.24219,-200.983192,21.600006
2510,1,17,50,,0,0,0,362.399994,55.799999,4.91,67944,116.487457,,,351.040039,23.543333,14.833667,71853.28125,-197.541656,11.359955
2515,1,17,55,,0,0,0,367.200012,55.799999,4.93,68311.20313,116.487457,,,358.480011,24.049997,14.632334,72211.75781,-197.823578,8.720001
2520,1,18,0,,0,0,0,340.799988,57,4.28,68652,114.035088,,,374,24.840004,14.179334,72585.75781,-193.151985,-33.200012
2525,1,18,5,,0,0,0,381.600006,56.700001,5.27,69033.60156,114.638443,,,376.720001,26.323332,13.596332,72962.48438,-182.708206,4.880005
2530,1,18,10,,0,0,0,396,56.099998,5.44,69429.60156,115.864532,,,367.120056,27.946672,12.331666,73329.60156,-169.731689,28.879944
2535,1,18,15,,0,0,0,367.200012,55.700001,5.11,69796.80469,116.696587,,,371.119995,29.276669,12.448668,73700.72656,-160.431557,-3.919983
2540,1,18,20,,0,0,0,343.200012,55.799999,4.66,70140.00781,116.487457,,,381.600037,30.333338,12.370333,74082.32813,-152.596893,-38.400024
2545,1,18,25,,0,0,0,398.399994,54.299999,5.93,70538.40625,119.705345,,,373.28006,31.1,12.399333,74455.60938,-146.767403,25.119934
2550,1,18,30,,0,0,0,360,55,4.81,70898.40625,118.181816,,,360.399963,32.490002,10.788333,74816.00781,-137.212242,-0.399963
2555,1,18,35,,0,0,0,331.200012,54.700001,4.66,71229.60938,118.829979,,,384.079987,34.129993,10.482666,75200.07031,-123.59626,-52.879974
2560,1,18,40,,0,0,0,374.399994,54.799999,5.31,71604.00781,118.613144,,,350.320038,35.870003,9.526667,75550.39844,-113.374863,24.079956
2565,1,18,45,,0,0,0,357.600006,54.5,5.07,71961.60938,119.266052,,,383.600006,37.820004,9.072333,75934,-98.084061,-26
2570,1,18,50,,0,0,0,340.799988,54.299999,4.84,72302.40625,119.705345,,,359.360046,39.909996,8.102001,76293.375,-85.043205,-18.560059
2575,1,18,55,,0,0,0,379.200012,55.299999,5.01,72681.60938,117.540688,,,370.640015,42.123329,7.584333,76664.01563,-72.888283,8.559998
2580,1,19,0,,0,0,0,288,56.599998,3.73,72969.60938,114.840996,,,371.839996,44.610001,6.720334,77035.84375,-60.876732,-83.839996
2585,1,19,5,,0,0,0,336,57.5,4.33,73305.60938,113.04348,,,355.439972,46.766663,6.367333,77391.27344,-53.736885,-19.439972
2590,1,19,10,,0,0,0,336,57.599998,4.31,73641.60938,112.847229,,,352.640045,48.606667,5.683667,77743.91406,-42.466049,-16.640045
2595,1,19,15,,0,0,0,312,58.5,3.88,73953.60938,111.111115,,,356.639984,50.240002,5.755667,78100.57031,-36.853836,-44.639984
2600,1,19,20,,0,0,0,343.200012,58.900002,4.45,74296.8125,110.356537,,,353.920013,51.696667,5.145334,78454.48438,-28.850342,-10.720001
2605,1,19,25,,0,0,0,285.600006,59.099998,3.56,74582.41406,109.983086,,,326.800018,53.376667,4.584,78781.28906,-20.855888,-41.200012
2610,1,19,30,,0,0,0,326.399994,59.400002,4.18,74908.8125,109.427605,,,329.679993,54.84333,4.508333,79110.96875,-15.921371,-3.279999
2615,1,19,35,,0,0,0,288,59.299999,3.73,75196.8125,109.612144,,,322.399994,56.096661,4.322667,79433.36719,-11.782494,-34.399994
2620,1,19,40,,0,0,0,268.799988,58.400002,3.69,75465.60938,111.301369,,,321.279968,57.063332,4.106,79754.64063,-4.976028,-52.47998
2625,1,19,45,,0,0,0,276,58.900002,3.51,75741.60938,110.356537,,,294.080017,57.970005,3.711334,80048.72656,-2.804848,-18.080017
2630,1,19,50,,0,0,0,232.800003,59.900002,2.78,75974.40625,108.514191,,,282.080017,58.476665,3.586334,80330.79688,-3.210518,-49.280014
2635,1,19,55,,0,0,0,228,59.700001,2.91,76202.40625,108.877724,,,288.879974,59.076668,3.613,80619.67969,-1.507675,-60.879974
2640,1,20,0,,0,0,0,242.399994,60.400002,2.9,76444.80469,107.615891,,,285.440002,59.356663,3.635,80905.13281,-2.107895,-43.040009
2645,1,20,5,,0,0,0,132,60.700001,1.68,76576.80469,107.084015,,,285.039978,59.556667,3.629333,81190.16406,-2.251289,-153.039978
2650,1,20,10,,0,0,0,148.800003,60,2.04,76725.60156,108.333336,,,286.319977,59.856674,3.64,81476.47656,-0.444466,-137.519974
2655,1,20,15,,0,0,0,273.600006,60.099998,3.53,76999.20313,108.153084,,,291.759949,60,3.713333,81768.24219,-0.331696,-18.159943
2660,1,20,20,,0,0,0,242.399994,60.5,3.09,77241.60156,107.438019,,,279.359985,60.000011,3.547333,82047.60156,-1.047905,-36.959991
2665,1,20,25,,0,0,0,261.600006,61.599998,3.04,77503.20313,105.519485,,,281.199982,60.343334,3.500666,82328.79688,-2.331757,-19.599976
2670,1,20,30,,0,0,0,237.600006,60.799999,3.07,77740.80469,106.907898,,,266.879974,60.513321,3.37,82595.67188,-0.602219,-29.279968
2675,1,20,35,,0,0,0,194.399994,60.599998,2.44,77935.20313,107.260727,,,270.400024,60.429996,3.448334,82866.08594,-0.409233,-76.000031
2680,1,20,40,,0,0,0,194.399994,60.700001,2.39,78129.60156,107.084015,,,266.799988,60.476665,3.366667,83132.89063,-0.509018,-72.399994
2685,1,20,45,,0,0,0,232.800003,61.799999,2.69,78362.39844,105.177994,,,272.000031,60.560001,3.430667,83404.875,-2.246712,-39.200027
2690,1,20,50,,0,0,0,211.199997,62.099998,2.55,78573.60156,104.669891,,,256.639984,60.830002,3.175667,83661.52344,-2.263023,-45.439987
2695,1,20,55,,0,0,0,220.800003,62.099998,2.81,78794.39844,104.669891,,,252,60.896667,3.158667,83913.51563,-2.172607,-31.199997
2700,1,21,0,,0,0,0,235.199997,61.400002,3.09,79029.60156,105.86319,,,266.720001,61.006672,3.373667,84180.23438,-0.780884,-31.520004
2705,1,21,5,,0,0,0,237.600006,61.799999,2.95,79267.20313,105.177994,,,262,60.926659,3.305333,84442.25,-1.632759,-24.399994
2710,1,21,10,,0,0,0,216,61.700001,2.59,79483.20313,105.348457,,,269.680023,60.979996,3.403333,84711.92188,-1.331985,-53.680023
2715,1,21,15,,0,0,0,271.200012,61.700001,3.39,79754.40625,105.348457,,,271.759979,60.933342,3.407333,84983.69531,-1.404144,-0.559967
2720,1,21,20,,0,0,0,223.199997,61.799999,2.73,79977.60938,105.177994,,,280.23996,60.876667,3.575667,85263.92188,-1.670021,-57.039963
2725,1,21,25,,0,0,0,247.199997,62.299999,3.04,80224.8125,104.33387,,,281.680023,60.946667,3.541,85545.60156,-2.405487,-34.480026
2730,1,21,30,,0,0,0,247.199997,62,3.11,80472.01563,104.838707,,,256.080017,61.186665,3.165,85801.67969,-1.478683,-8.88002
2735,1,21,35,,0,0,0,242.399994,62.099998,2.98,80714.41406,104.669891,,,276.240021,61.410011,3.423333,86077.91406,-1.269653,-33.840027
2740,1,21,40,,0,0,0,201.600006,61.900002,2.49,80916.01563,105.008072,,,265.759979,61.476665,3.255,86343.67188,-0.787788,-64.159973
2745,1,21,45,,0,0,0,220.800003,61.900002,2.71,81136.8125,105.008072,,,261.279999,61.603333,3.245,86604.96094,-0.564735,-40.479996
2750,1,21,50,,0,0,0,216,62.599998,2.68,81352.8125,103.83387,,,257.919983,61.533329,3.219666,86862.88281,-1.859818,-41.919983
2755,1,21,55,,0,0,0,201.600006,61.400002,2.6,81554.41406,105.86319,,,238.399963,61.539989,2.965,87101.28906,0.178062,-36.799957
2760,1,22,0,,0,0,0,208.800003,61.400002,2.68,81763.21094,105.86319,,,235.440002,61.536667,2.948,87336.71875,0.17659,-26.639999
2765,1,22,5,,0,0,0,199.199997,61.299999,2.53,81962.41406,106.035889,,,233.679977,61.413338,2.931667,87570.40625,0.13147,-34.47998
2770,1,22,10,,0,0,0,192,60.700001,2.5,82154.41406,107.084015,,,236.880051,61.423332,2.984,87807.28906,1.196213,-44.880051
2775,1,22,15,,0,0,0,177.600006,61.200001,2.15,82332.01563,106.209152,,,229.199997,61.42667,2.84,88036.48438,0.321495,-51.599991
2780,1,22,20,,0,0,0,158.399994,61.700001,1.91,82490.41406,105.348457,,,216.320007,61.523335,2.689334,88252.80469,-0.380844,-57.920013
2785,1,22,25,,0,0,0,182.399994,61.299999,2.29,82672.8125,106.035889,,,223.12001,61.959995,2.724666,88475.90625,1.071999,-40.720016
2790,1,22,30,,0,0,0,194.399994,61.700001,2.51,82867.21094,105.348457,,,213.52002,62.036678,2.638333,88689.44531,0.518791,-19.120026
2795,1,22,35,,0,0,0,172.800003,61.599998,2.15,83040.00781,105.519485,,,206.800018,62.043331,2.538666,88896.24219,0.689453,-34.000015
2800,1,22,40,,0,0,0,160.800003,60.900002,2.21,83200.80469,106.732346,,,215.759979,61.973335,2.644666,89112,1.781502,-54.959976
2805,1,22,45,,0,0,0,163.199997,61.599998,1.89,83364.00781,105.519485,,,196.88002,62.320004,2.372334,89308.875,1.158722,-33.680023
2810,1,22,50,,0,0,0,146.399994,60.799999,2.06,83510.40625,106.907898,,,186.559998,62.383339,2.303333,89495.45313,2.664001,-40.160004
2815,1,22,55,,0,0,0,156,60.5,2.07,83666.40625,107.438019,,,156.639984,62.403336,1.905,89652.07031,3.223427,-0.639984
2820,1,23,0,,0,0,0,108,62.099998,1.29,83774.40625,104.669891,,,148.799988,62.619995,1.786333,89800.88281,0.814156,-40.799988
2825,1,23,5,,0,0,0,100.800003,62.5,1.16,83875.20313,104,,,144.959991,62.526665,1.782,89945.84375,-0.017418,-44.159988
2830,1,23,10,,0,0,0,105.599998,61,1.3,83980.80469,106.557381,,,148.959991,62.386665,1.807334,90094.80469,2.312378,-43.359993
2835,1,23,15,,0,0,0,108,61.400002,1.43,84088.80469,105.86319,,,124.879997,62.436668,1.55,90219.69531,1.712181,-16.879997
2840,1,23,20,,0,0,0,103.199997,61.299999,1.14,84192.00781,106.035889,,,124.400017,62.603336,1.508667,90344.07031,2.153114,-21.20002
2845,1,23,25,,0,0,0,79.199997,62.099998,1.01,84271.21094,104.669891,,,119.68,62.590012,1.473,90463.76563,0.761047,-40.480003
2850,1,23,30,,0,0,0,69.599998,61.799999,0.8,84340.8125,105.177994,,,107.120003,62.466656,1.334333,90570.89063,1.055779,-37.520004
2855,1,23,35,,0,0,0,81.599998,61.700001,1.06,84422.41406,105.348457,,,105.439995,62.409996,1.299333,90676.32813,1.126083,-23.839996
2860,1,23,40,,0,0,0,72,60.299999,1,84494.41406,107.794365,,,103.840004,62.110004,1.272333,90780.16406,3.009506,-31.840004
2865,1,23,45,,0,0,0,84,62.200001,0.99,84578.41406,104.50161,,,91.439995,62.240002,1.130667,90871.60938,-0.054131,-7.439995
2870,1,23,50,,0,0,0,69.599998,62,0.85,84648.01563,104.838707,,,87.200005,62.283329,1.086334,90958.80469,0.376915,-17.600006
2875,1,23,55,,0,0,0,64.800003,62.599998,0.81,84712.8125,103.83387,,,83.519997,62.523331,1.022667,91042.32031,-0.237717,-18.719994
2880,2,0,0,,0,0,0,57.599998,71,0.85,57.599998,91.549294,,,67.519997,71.019997,0.877667,67.519997,0.022758,-9.919998
2885,2,0,5,,0,0,0,57.599998,70.699997,0.66,115.199997,91.937767,,,73.439987,70.539993,0.933333,140.959991,-0.214233,-15.839989
2890,2,0,10,,0,0,0,50.400002,69.900002,0.7,165.600006,92.989983,,,66.800011,69.846672,0.856667,207.759995,-0.090469,-16.400009
2895,2,0,15,,0,0,0,57.599998,70.699997,0.67,223.200012,91.937767,,,55.519997,69.200005,0.694667,263.279968,-2.016747,2.080002
2900,2,0,20,,0,0,0,57.599998,68.800003,0.95,280.800018,94.476738,,,58.240002,68.779999,0.753667,321.52002,-0.055542,-0.640003
2905,2,0,25,,0,0,0,55.200001,67.900002,0.82,336.000031,95.729012,,,56.879997,68.476662,0.748333,378.400024,0.758278,-1.679996
2910,2,0,30,,0,0,0,52.799999,67.599998,0.72,388.800018,96.153847,,,51.760006,67.866669,0.679333,430.160004,0.321472,1.039993
2915,2,0,35,,0,0,0,33.599998,66.400002,0.4,422.400024,97.891563,,,45.440006,67.500008,0.621333,475.600006,1.515465,-11.840008
2920,2,0,40,,0,0,0,55.200001,67.199997,0.73,477.600037,96.726196,,,50.159992,67.076668,0.643667,525.76001,-0.248749,5.040009
2925,2,0,45,,0,0,0,38.400002,67.5,0.46,516.000061,96.296295,,,44.559998,66.743332,0.586667,570.320007,-1.158463,-6.159996
2930,2,0,50,,0,0,0,28.799999,65,0.39,544.800049,100,,,42.480003,66.40667,0.567,612.799927,2.045113,-13.680004
2935,2,0,55,,0,0,0,40.799999,65.099998,0.66,585.600037,99.84639,,,40.240002,66.14666,0.544,653.039917,1.501862,0.559998
2940,2,1,0,,0,0,0,40.799999,64.5,0.66,626.400024,100.775192,,,38.640003,65.636665,0.537,691.680054,1.646027,2.159996
2945,2,1,5,,0,0,0,36,62.599998,0.51,662.400024,103.83387,,,38.079998,65.363342,0.527,729.76001,4.284042,-2.079998
2950,2,1,10,,0,0,0,36,62.700001,0.6,698.400024,103.668259,,,36.960003,64.920006,0.545,766.719971,3.392143,-0.960003
2955,2,1,15,,0,0,0,28.799999,65.400002,0.65,727.200012,99.388374,,,32.000004,65.013321,0.465667,798.719971,-0.727646,-3.200005
2960,2,1,20,,0,0,0,36,59.5,0.63,763.200012,109.243698,,,31.760002,64.419998,0.46,830.480042,8.155273,4.239998
2965,2,1,25,,0,0,0,21.6,61,0.23,784.799988,106.557381,,,32.720005,63.77,0.452333,863.200012,4.416313,-11.120005
2970,2,1,30,,0,0,0,36,62.200001,0.44,820.799988,104.50161,,,32.799999,63.626659,0.486667,896.000061,2.128365,3.200001
2975,2,1,35,,0,0,0,40.799999,63.599998,0.57,861.599976,102.201263,,,34.240002,63.440002,0.5,930.23999,-0.523483,6.559998
2980,2,1,40,,0,0,0,26.4,61.200001,0.26,888,106.209152,,,28.799999,63.603329,0.405057,959.0401,3.752579,-2.4
