agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,cost,travel_time,distance,diff,relative_diff,switched_volume,node_sequence,link_sequence,time_sequence,time_decimal_sequence
364,8,2,0,8,2,p,AM,400,0,22.5,7,0,0,0,8;6;2;,19;14;,0830;0846;0852;,510.00;526.37;532.51;
365,8,2,1,8,2,p,AM,0,0,42.5,31,19.9887,0,0,8;9;5;4;3;1;2;,21;23;11;8;5;1;,0830;0846;0855;0858;0902;0906;0912;,510.00;526.38;535.78;538.15;542.49;546.50;552.50;
366,8,3,2,8,3,p,AM,40.9,0,32.5,17,0.0368,0.0464,0.0008,8;6;2;1;3;,19;14;3;2;,0830;0846;0852;0858;0902;,510.00;526.37;532.51;538.51;542.52;
367,8,3,0,8,3,p,AM,123.5,0,32.5,12,0.0226,0.0857,0.0005,8;6;5;4;3;,19;15;11;8;,0830;0846;0855;0858;0902;,510.00;526.37;535.80;538.18;542.51;
368,8,3,1,8,3,p,AM,35.6,0,32.5,21,0.0015,0.0017,0.0001,8;9;5;4;3;,21;23;11;8;,0830;0846;0855;0858;0902;,510.00;526.38;535.78;538.15;542.49;
369,8,4,0,8,4,p,AM,563,0,28.2,8,0.0226,0.4512,0.0019,8;6;5;4;,19;15;11;,0830;0846;0855;0858;,510.00;526.37;535.80;538.18;
370,8,4,1,8,4,p,AM,137,0,28.2,17,0.0012,0.0056,0.0005,8;9;5;4;,21;23;11;,0830;0846;0855;0858;,510.00;526.38;535.78;538.15;
371,8,5,0,8,5,p,AM,404.7,0,25.8,6,0.0226,0.3543,0.0015,8;6;5;,19;15;,0830;0846;0855;,510.00;526.37;535.80;
372,8,5,1,8,5,p,AM,95.3,0,25.8,15,0.0012,0.0043,0.0004,8;9;5;,21;23;,0830;0846;0855;,510.00;526.38;535.78;
373,8,6,0,8,6,p,AM,800,0,16.4,2,0,0,0,8;6;,19;,0830;0846;,510.00;526.37;
374,8,6,1,8,6,p,AM,0,0,35.2,19,18.829,0,0,8;9;5;6;,21;23;12;,0830;0846;0855;0905;,510.00;526.38;535.78;545.20;
375,8,7,0,8,7,p,AM,1000,0,6,3,0,0,0,8;7;,20;,0830;0835;,510.00;515.99;
376,8,9,0,8,9,p,AM,800,0,16.4,10,0,0,0,8;9;,21;,0830;0846;,510.00;526.38;
377,8,9,1,8,9,p,AM,0,0,35.2,11,18.8131,0,0,8;6;5;9;,19;15;13;,0830;0846;0855;0905;,510.00;526.37;535.80;545.19;
378,8,10,1,8,10,p,AM,1600,0,22,13,0,0,0,8;9;10;,21;25;,0830;0846;0852;,510.00;526.38;532.03;
379,8,10,0,8,10,p,AM,0,0,33.6,9,11.5384,0,0,8;16;10;,22;48;,0830;0841;0903;,510.00;521.29;543.57;
380,8,10,2,8,10,p,AM,0,0,62.3,32,40.2632,0,0,8;6;2;1;3;12;11;10;,19;14;3;2;7;36;32;,0830;0846;0852;0858;0902;0906;0920;0932;,510.00;526.37;532.51;538.51;542.52;546.55;560.23;572.29;
381,8,11,4,8,11,p,AM,0,0,35.3,14,1.0214,0,0,8;6;5;4;11;,19;15;11;10;,0830;0846;0855;0858;0905;,510.00;526.37;535.80;538.18;545.31;
382,8,11,1,8,11,p,AM,0,0,35.3,23,0.9988,0,0,8;9;5;4;11;,21;23;11;10;,0830;0846;0855;0858;0905;,510.00;526.38;535.78;538.15;545.29;
383,8,11,3,8,11,p,AM,800,0,34.3,18,0,0,0,8;9;10;11;,21;25;27;,0830;0846;0852;0904;,510.00;526.38;532.03;544.29;
384,8,11,2,8,11,p,AM,0,0,50.2,27,15.9418,0,0,8;6;2;1;3;12;11;,19;14;3;2;7;36;,0830;0846;0852;0858;0902;0906;0920;,510.00;526.37;532.51;538.51;542.52;546.55;560.23;
385,8,11,0,8,11,p,AM,0,0,45.8,14,11.5384,0,0,8;16;10;11;,22;48;27;,0830;0841;0903;0915;,510.00;521.29;543.57;555.83;
386,8,12,2,8,12,p,AM,122.5,0,36.5,21,0.0368,0.1236,0.002,8;6;2;1;3;12;,19;14;3;2;7;,0830;0846;0852;0858;0902;0906;,510.00;526.37;532.51;538.51;542.52;546.55;
387,8,12,0,8,12,p,AM,367.6,0,36.5,16,0.0226,0.2271,0.0012,8;6;5;4;3;12;,19;15;11;8;7;,0830;0846;0855;0858;0902;0906;,510.00;526.37;535.80;538.18;542.51;546.53;
388,8,12,1,8,12,p,AM,109.9,0,36.5,25,0.0015,0.0046,0.0004,8;9;5;4;3;12;,21;23;11;8;7;,0830;0846;0855;0858;0902;0906;,510.00;526.38;535.78;538.15;542.49;546.51;
389,8,13,2,8,13,p,AM,122.3,0,39.6,24,0.0368,0.1139,0.0019,8;6;2;1;3;12;13;,19;14;3;2;7;37;,0830;0846;0852;0858;0902;0906;0909;,510.00;526.37;532.51;538.51;542.52;546.55;549.57;
390,8,13,0,8,13,p,AM,365.8,0,39.6,19,0.0226,0.2087,0.0011,8;6;5;4;3;12;13;,19;15;11;8;7;37;,0830;0846;0855;0858;0902;0906;0909;,510.00;526.37;535.80;538.18;542.51;546.53;549.56;
391,8,13,1,8,13,p,AM,111.9,0,39.5,28,0.0015,0.0043,0.0004,8;9;5;4;3;12;13;,21;23;11;8;7;37;,0830;0846;0855;0858;0902;0906;0909;,510.00;526.38;535.78;538.15;542.49;546.51;549.54;
392,8,14,2,8,14,p,AM,0,0,63,31,26.273,0,0,8;6;2;1;3;12;11;14;,19;14;3;2;7;36;34;,0830;0846;0852;0858;0902;0906;0920;0933;,510.00;526.37;532.51;538.51;542.52;546.55;560.23;573.00;
393,8,14,3,8,14,p,AM,0,0,47.1,24,10.3586,0,0,8;9;10;15;14;,21;25;28;44;,0830;0846;0852;0904;0917;,510.00;526.38;532.03;544.80;557.09;
394,8,14,0,8,14,p,AM,0,0,43.1,17,6.3605,0,0,8;16;17;19;15;14;,22;49;53;57;44;,0830;0841;0849;0856;0900;0913;,510.00;521.29;529.27;536.78;540.80;553.09;
395,8,14,4,8,14,p,AM,400,0,36.7,21,0,0,0,8;7;18;20;19;15;14;,20;18;56;61;57;44;,0830;0835;0838;0842;0850;0854;0906;,510.00;515.99;518.05;522.41;530.41;534.44;546.73;
396,8,14,1,8,14,p,AM,0,0,41.1,22,4.3736,0,0,8;7;18;20;22;23;14;,20;18;56;63;70;71;,0830;0835;0838;0842;0850;0902;0911;,510.00;515.99;518.05;522.41;530.12;542.39;551.10;
397,8,15,3,8,15,p,AM,0,0,34.8,19,10.3586,0,0,8;9;10;15;,21;25;28;,0830;0846;0852;0904;,510.00;526.38;532.03;544.80;
398,8,15,0,8,15,p,AM,0,0,30.8,12,6.3605,0,0,8;16;17;19;15;,22;49;53;57;,0830;0841;0849;0856;0900;,510.00;521.29;529.27;536.78;540.80;
399,8,15,1,8,15,p,AM,600,0,24.4,16,0,0,0,8;7;18;20;19;15;,20;18;56;61;57;,0830;0835;0838;0842;0850;0854;,510.00;515.99;518.05;522.41;530.41;534.44;
400,8,15,2,8,15,p,AM,0,0,33.4,20,8.986,0,0,8;7;18;20;21;22;15;,20;18;56;62;65;67;,0830;0835;0838;0842;0850;0854;0903;,510.00;515.99;518.05;522.41;530.80;534.73;543.43;
401,8,16,0,8,16,p,AM,1981.4,0,11.3,5,0.0002,0.0276,0.0001,8;16;,22;,0830;0841;,510.00;521.29;
402,8,16,1,8,16,p,AM,218.6,0,11.3,8,0,0.0002,0,8;7;18;16;,20;18;55;,0830;0835;0838;0841;,510.00;515.99;518.05;521.29;
403,8,17,0,8,17,p,AM,1295.3,0,19.3,7,0.0002,0.0105,0,8;16;17;,22;49;,0830;0841;0849;,510.00;521.29;529.27;
404,8,17,1,8,17,p,AM,0,0,38.3,21,19.0738,0,0,8;9;10;17;,21;25;30;,0830;0846;0852;0908;,510.00;526.38;532.03;548.34;
405,8,17,2,8,17,p,AM,104.7,0,19.3,10,0,0.0001,0,8;7;18;16;17;,20;18;55;49;,0830;0835;0838;0841;0849;,510.00;515.99;518.05;521.29;529.27;
406,8,18,0,8,18,p,AM,300,0,8.1,5,0,0,0,8;7;18;,20;18;,0830;0835;0838;,510.00;515.99;518.05;
407,8,19,0,8,19,p,AM,0,0,26.8,9,6.3605,0,0,8;16;17;19;,22;49;53;,0830;0841;0849;0856;,510.00;521.29;529.27;536.78;
408,8,19,1,8,19,p,AM,700,0,20.4,13,0,0,0,8;7;18;20;19;,20;18;56;61;,0830;0835;0838;0842;0850;,510.00;515.99;518.05;522.41;530.41;
409,8,19,2,8,19,p,AM,0,0,26.8,12,6.3604,0,0,8;7;18;16;17;19;,20;18;55;49;53;,0830;0835;0838;0841;0849;0856;,510.00;515.99;518.05;521.29;529.27;536.77;
410,8,20,0,8,20,p,AM,900,0,12.4,9,0,0,0,8;7;18;20;,20;18;56;,0830;0835;0838;0842;,510.00;515.99;518.05;522.41;
411,8,21,0,8,21,p,AM,400,0,20.8,15,0,0,0,8;7;18;20;21;,20;18;56;62;,0830;0835;0838;0842;0850;,510.00;515.99;518.05;522.41;530.80;
412,8,22,2,8,22,p,AM,0,0,43.5,22,23.4106,0,0,8;9;10;15;22;,21;25;28;46;,0830;0846;0852;0904;0913;,510.00;526.38;532.03;544.80;553.53;
413,8,22,0,8,22,p,AM,500,0,20.1,14,0,0,0,8;7;18;20;22;,20;18;56;63;,0830;0835;0838;0842;0850;,510.00;515.99;518.05;522.41;530.12;
414,8,22,1,8,22,p,AM,0,0,24.7,17,4.6141,0,0,8;7;18;20;21;22;,20;18;56;62;65;,0830;0835;0838;0842;0850;0854;,510.00;515.99;518.05;522.41;530.80;534.73;
415,8,23,2,8,23,p,AM,0,0,55.8,26,23.4106,0,0,8;9;10;15;22;23;,21;25;28;46;70;,0830;0846;0852;0904;0913;0925;,510.00;526.38;532.03;544.80;553.53;565.80;
416,8,23,0,8,23,p,AM,300,0,32.4,18,0,0,0,8;7;18;20;22;23;,20;18;56;63;70;,0830;0835;0838;0842;0850;0902;,510.00;515.99;518.05;522.41;530.12;542.39;
417,8,23,1,8,23,p,AM,0,0,36.4,20,3.9773,0,0,8;7;18;20;21;24;23;,20;18;56;62;66;76;,0830;0835;0838;0842;0850;0902;0906;,510.00;515.99;518.05;522.41;530.80;542.77;546.37;
418,8,24,0,8,24,p,AM,200,0,32.8,18,0,0,0,8;7;18;20;21;24;,20;18;56;62;66;,0830;0835;0838;0842;0850;0902;,510.00;515.99;518.05;522.41;530.80;542.77;
419,8,24,1,8,24,p,AM,0,0,36,20,3.2496,0,0,8;7;18;20;22;23;24;,20;18;56;63;70;73;,0830;0835;0838;0842;0850;0902;0906;,510.00;515.99;518.05;522.41;530.12;542.39;546.02;
420,9,1,0,9,1,p,AM,500,0,20.1,15,0,0,0,9;5;4;3;1;,23;11;8;5;,0830;0839;0841;0846;0850;,510.00;519.40;521.78;526.11;530.12;
421,9,1,1,9,1,p,AM,0,0,39.5,22,19.3844,0,0,9;10;11;12;3;1;,25;27;33;35;5;,0830;0835;0847;0901;0905;0909;,510.00;515.65;527.91;541.47;545.50;549.51;
422,9,2,0,9,2,p,AM,200,0,25,14,0,0,0,9;5;6;2;,23;12;14;,0830;0839;0848;0854;,510.00;519.40;528.82;534.96;
423,9,2,1,9,2,p,AM,0,0,45.5,28,20.5441,0,0,9;10;11;12;3;1;2;,25;27;33;35;5;1;,0830;0835;0847;0901;0905;0909;0915;,510.00;515.65;527.91;541.47;545.50;549.51;555.51;
424,9,3,0,9,3,p,AM,100,0,16.1,11,0,0,0,9;5;4;3;,23;11;8;,0830;0839;0841;0846;,510.00;519.40;521.78;526.11;
425,9,3,1,9,3,p,AM,0,0,35.5,18,19.3844,0,0,9;10;11;12;3;,25;27;33;35;,0830;0835;0847;0901;0905;,510.00;515.65;527.91;541.47;545.50;
426,9,4,0,9,4,p,AM,700,0,11.8,7,0,0,0,9;5;4;,23;11;,0830;0839;0841;,510.00;519.40;521.78;
427,9,4,1,9,4,p,AM,0,0,39.8,22,28.054,0,0,9;10;11;12;3;4;,25;27;33;35;6;,0830;0835;0847;0901;0905;0909;,510.00;515.65;527.91;541.47;545.50;549.83;
428,9,5,0,9,5,p,AM,800,0,9.4,5,0,0,0,9;5;,23;,0830;0839;,510.00;519.40;
429,9,5,1,9,5,p,AM,0,0,42.2,24,32.8017,0,0,9;10;11;12;3;4;5;,25;27;33;35;6;9;,0830;0835;0847;0901;0905;0909;0912;,510.00;515.65;527.91;541.47;545.50;549.83;552.20;
430,9,6,0,9,6,p,AM,400,0,18.8,9,0,0,0,9;5;6;,23;12;,0830;0839;0848;,510.00;519.40;528.82;
431,9,6,2,9,6,p,AM,0,0,32.6,12,13.8165,0,0,9;8;6;,24;19;,0830;0846;0902;,510.00;526.27;542.64;
432,9,6,1,9,6,p,AM,0,0,51.6,33,32.8017,0,0,9;10;11;12;3;1;2;6;,25;27;33;35;5;1;4;,0830;0835;0847;0901;0905;0909;0915;0921;,510.00;515.65;527.91;541.47;545.50;549.51;555.51;561.63;
433,9,7,1,9,7,p,AM,600,0,22.3,13,0,0,0,9;8;7;,24;20;,0830;0846;0852;,510.00;526.27;532.26;
434,9,7,0,9,7,p,AM,0,0,33.3,12,11.019,0,0,9;10;16;18;7;,25;29;50;54;,0830;0835;0857;0901;0903;,510.00;515.65;537.98;541.21;543.28;
435,9,7,2,9,7,p,AM,0,0,73.9,38,51.5922,0,0,9;10;11;12;3;1;2;6;8;7;,25;27;33;35;5;1;4;16;20;,0830;0835;0847;0901;0905;0909;0915;0921;0937;0943;,510.00;515.65;527.91;541.47;545.50;549.51;555.51;561.63;577.86;583.85;
436,9,8,0,9,8,p,AM,800,0,16.3,10,0,0,0,9;8;,24;,0830;0846;,510.00;526.27;
437,9,8,1,9,8,p,AM,0,0,67.9,35,51.5922,0,0,9;10;11;12;3;1;2;6;8;,25;27;33;35;5;1;4;16;,0830;0835;0847;0901;0905;0909;0915;0921;0937;,510.00;515.65;527.91;541.47;545.50;549.51;555.51;561.63;577.86;
438,9,10,0,9,10,p,AM,2800,0,5.7,3,0,0,0,9;10;,25;,0830;0835;,510.00;515.65;
439,9,11,1,9,11,p,AM,0,0,18.9,13,0.9988,0,0,9;5;4;11;,23;11;10;,0830;0839;0841;0848;,510.00;519.40;521.78;528.91;
440,9,11,0,9,11,p,AM,1400,0,17.9,8,0,0,0,9;10;11;,25;27;,0830;0835;0847;,510.00;515.65;527.91;
441,9,12,1,9,12,p,AM,600,0,20.1,15,0,0,0,9;5;4;3;12;,23;11;8;7;,0830;0839;0841;0846;0850;,510.00;519.40;521.78;526.11;530.13;
442,9,12,0,9,12,p,AM,0,0,31.5,14,11.3397,0,0,9;10;11;12;,25;27;33;,0830;0835;0847;0901;,510.00;515.65;527.91;541.47;
443,9,13,1,9,13,p,AM,600,0,23.2,18,0,0,0,9;5;4;3;12;13;,23;11;8;7;37;,0830;0839;0841;0846;0850;0853;,510.00;519.40;521.78;526.11;530.13;533.16;
444,9,13,0,9,13,p,AM,0,0,34.5,17,11.3397,0,0,9;10;11;12;13;,25;27;33;37;,0830;0835;0847;0901;0904;,510.00;515.65;527.91;541.47;544.50;
445,9,14,0,9,14,p,AM,223.2,0,30.7,12,0.0116,0.0839,0.0205,9;10;11;14;,25;27;34;,0830;0835;0847;0900;,510.00;515.65;527.91;540.68;
446,9,14,1,9,14,p,AM,376.8,0,30.7,14,0.0274,0.3364,0.0018,9;10;15;14;,25;28;44;,0830;0835;0848;0900;,510.00;515.65;528.42;540.71;
447,9,15,0,9,15,p,AM,900,0,18.4,9,0,0,0,9;10;15;,25;28;,0830;0835;0848;,510.00;515.65;528.42;
448,9,15,1,9,15,p,AM,0,0,42.8,17,24.3827,0,0,9;10;11;14;15;,25;27;34;41;,0830;0835;0847;0900;0912;,510.00;515.65;527.91;540.68;552.80;
449,9,16,2,9,16,p,AM,1019.6,0,27.6,15,0.0002,0.0059,0,9;8;16;,24;22;,0830;0846;0857;,510.00;526.27;537.56;
450,9,16,0,9,16,p,AM,62.8,0,28,7,0.4152,0.946,0.0701,9;10;16;,25;29;,0830;0835;0857;,510.00;515.65;537.98;
451,9,16,1,9,16,p,AM,317.6,0,27.6,18,0,0.0001,0,9;8;7;18;16;,24;20;18;55;,0830;0846;0852;0854;0857;,510.00;526.27;532.26;534.32;537.56;
452,9,17,1,9,17,p,AM,900,0,22,11,0,0,0,9;10;17;,25;30;,0830;0835;0851;,510.00;515.65;531.96;
453,9,17,0,9,17,p,AM,0,0,35.9,9,13.9869,0,0,9;10;16;17;,25;29;49;,0830;0835;0857;0905;,510.00;515.65;537.98;545.95;
454,9,18,1,9,18,p,AM,200,0,24.3,15,0,0,0,9;8;7;18;,24;20;18;,0830;0846;0852;0854;,510.00;526.27;532.26;534.32;
455,9,18,0,9,18,p,AM,0,0,31.2,10,6.8893,0,0,9;10;16;18;,25;29;50;,0830;0835;0857;0901;,510.00;515.65;537.98;541.21;
456,9,18,2,9,18,p,AM,0,0,68.1,32,43.7942,0,0,9;10;11;14;15;22;21;20;18;,25;27;34;41;46;69;64;60;,0830;0835;0847;0900;0912;0921;0925;0933;0938;,510.00;515.65;527.91;540.68;552.80;561.53;565.46;573.77;578.12;
457,9,19,1,9,19,p,AM,400,0,22.4,12,0,0,0,9;10;15;19;,25;28;45;,0830;0835;0848;0852;,510.00;515.65;528.42;532.43;
458,9,19,0,9,19,p,AM,0,0,43.5,11,21.031,0,0,9;10;16;17;19;,25;29;49;53;,0830;0835;0857;0905;0913;,510.00;515.65;537.98;545.95;553.46;
459,9,19,2,9,19,p,AM,0,0,46.8,20,24.3827,0,0,9;10;11;14;15;19;,25;27;34;41;45;,0830;0835;0847;0900;0912;0916;,510.00;515.65;527.91;540.68;552.80;556.81;
460,9,20,2,9,20,p,AM,600,0,28.7,19,0,0,0,9;8;7;18;20;,24;20;18;56;,0830;0846;0852;0854;0858;,510.00;526.27;532.26;534.32;538.67;
461,9,20,0,9,20,p,AM,0,0,35.6,14,6.8893,0,0,9;10;16;18;20;,25;29;50;56;,0830;0835;0857;0901;0905;,510.00;515.65;537.98;541.21;545.56;
462,9,20,1,9,20,p,AM,0,0,63.8,28,35.0936,0,0,9;10;11;14;15;22;21;20;,25;27;34;41;46;69;64;,0830;0835;0847;0900;0912;0921;0925;0933;,510.00;515.65;527.91;540.68;552.80;561.53;565.46;573.77;
463,9,21,0,9,21,p,AM,300,0,31.1,14,0,0,0,9;10;15;22;21;,25;28;46;69;,0830;0835;0848;0857;0901;,510.00;515.65;528.42;537.15;541.08;
464,9,21,3,9,21,p,AM,0,0,52,25,20.9509,0,0,9;5;4;3;12;13;24;21;,23;11;8;7;37;39;75;,0830;0839;0841;0846;0850;0853;0910;0922;,510.00;519.40;521.78;526.11;530.13;533.16;550.23;562.03;
465,9,21,1,9,21,p,AM,0,0,38.7,22,7.6192,0,0,9;10;15;19;20;21;,25;28;45;59;62;,0830;0835;0848;0852;0900;0908;,510.00;515.65;528.42;532.43;540.31;548.70;
466,9,21,2,9,21,p,AM,0,0,55.5,22,24.3827,0,0,9;10;11;14;15;22;21;,25;27;34;41;46;69;,0830;0835;0847;0900;0912;0921;0925;,510.00;515.65;527.91;540.68;552.80;561.53;565.46;
467,9,22,0,9,22,p,AM,700,0,27.2,12,0,0,0,9;10;15;22;,25;28;46;,0830;0835;0848;0857;,510.00;515.65;528.42;537.15;
468,9,22,2,9,22,p,AM,0,0,51.5,20,24.3827,0,0,9;10;11;14;15;22;,25;27;34;41;46;,0830;0835;0847;0900;0912;0921;,510.00;515.65;527.91;540.68;552.80;561.53;
469,9,22,1,9,22,p,AM,0,0,38,21,10.8696,0,0,9;10;15;19;20;22;,25;28;45;59;63;,0830;0835;0848;0852;0900;0908;,510.00;515.65;528.42;532.43;540.31;548.02;
470,9,23,0,9,23,p,AM,89.2,0,39.4,16,0.006,0.0135,0.0044,9;10;11;14;23;,25;27;34;42;,0830;0835;0847;0900;0909;,510.00;515.65;527.91;540.68;549.41;
471,9,23,3,9,23,p,AM,119.9,0,39.4,18,0.0274,0.0834,0.0012,9;10;15;14;23;,25;28;44;42;,0830;0835;0848;0900;0909;,510.00;515.65;528.42;540.71;549.43;
472,9,23,2,9,23,p,AM,290.9,0,39.4,16,0.0178,0.1315,0.0008,9;10;15;22;23;,25;28;46;70;,0830;0835;0848;0857;0909;,510.00;515.65;528.42;537.15;549.42;
473,9,23,1,9,23,p,AM,0,0,50.3,25,10.8874,0,0,9;10;15;19;20;22;23;,25;28;45;59;63;70;,0830;0835;0848;0852;0900;0908;0920;,510.00;515.65;528.42;532.43;540.31;548.02;560.29;
474,9,24,3,9,24,p,AM,200,0,40.2,22,0,0,0,9;5;4;3;12;13;24;,23;11;8;7;37;39;,0830;0839;0841;0846;0850;0853;0910;,510.00;519.40;521.78;526.11;530.13;533.16;550.23;
475,9,24,0,9,24,p,AM,0,0,43.1,17,2.824,0,0,9;10;15;22;21;24;,25;28;46;69;66;,0830;0835;0848;0857;0901;0913;,510.00;515.65;528.42;537.15;541.08;553.05;
476,9,24,4,9,24,p,AM,0,0,43.1,18,2.8231,0,0,9;10;15;22;23;24;,25;28;46;70;73;,0830;0835;0848;0857;0909;0913;,510.00;515.65;528.42;537.15;549.42;553.05;
477,9,24,2,9,24,p,AM,0,0,67.4,25,27.2067,0,0,9;10;11;14;15;22;21;24;,25;27;34;41;46;69;66;,0830;0835;0847;0900;0912;0921;0925;0937;,510.00;515.65;527.91;540.68;552.80;561.53;565.46;577.44;
478,9,24,1,9,24,p,AM,0,0,53.9,27,13.6928,0,0,9;10;15;19;20;22;23;24;,25;28;45;59;63;70;73;,0830;0835;0848;0852;0900;0908;0920;0923;,510.00;515.65;528.42;532.43;540.31;548.02;560.29;563.92;
479,10,1,2,10,1,p,AM,0,0,27.8,19,2.0097,0,0,10;11;4;3;1;,27;31;8;5;,0830;0842;0849;0853;0857;,510.00;522.26;529.48;533.81;537.83;
480,10,1,0,10,1,p,AM,1300,0,25.8,18,0,0,0,10;9;5;4;3;1;,26;23;11;8;5;,0830;0835;0845;0847;0851;0855;,510.00;515.69;525.09;527.47;531.80;535.82;
481,10,1,1,10,1,p,AM,0,0,33.9,19,8.0366,0,0,10;11;12;3;1;,27;33;35;5;,0830;0842;0855;0859;0903;,510.00;522.26;535.82;539.84;543.85;
482,10,2,3,10,2,p,AM,0,0,33.8,25,2.0097,0,0,10;11;4;3;1;2;,27;31;8;5;1;,0830;0842;0849;0853;0857;0903;,510.00;522.26;529.48;533.81;537.83;543.83;
483,10,2,1,10,2,p,AM,600,0,31.8,24,0,0,0,10;9;5;4;3;1;2;,26;23;11;8;5;1;,0830;0835;0845;0847;0851;0855;0901;,510.00;515.69;525.09;527.47;531.80;535.82;541.82;
484,10,2,2,10,2,p,AM,0,0,39.9,25,8.0366,0,0,10;11;12;3;1;2;,27;33;35;5;1;,0830;0842;0855;0859;0903;0909;,510.00;522.26;535.82;539.84;543.85;549.85;
485,10,2,0,10,2,p,AM,0,0,56.2,16,24.3596,0,0,10;16;8;6;2;,29;47;19;14;,0830;0852;0903;0920;0926;,510.00;532.32;543.66;560.04;566.18;
486,10,3,2,10,3,p,AM,0,0,23.8,15,2.0097,0,0,10;11;4;3;,27;31;8;,0830;0842;0849;0853;,510.00;522.26;529.48;533.81;
487,10,3,0,10,3,p,AM,300,0,21.8,14,0,0,0,10;9;5;4;3;,26;23;11;8;,0830;0835;0845;0847;0851;,510.00;515.69;525.09;527.47;531.80;
488,10,3,1,10,3,p,AM,0,0,29.8,15,8.0366,0,0,10;11;12;3;,27;33;35;,0830;0842;0855;0859;,510.00;522.26;535.82;539.84;
489,10,4,2,10,4,p,AM,0,0,19.5,11,2.0097,0,0,10;11;4;,27;31;,0830;0842;0849;,510.00;522.26;529.48;
490,10,4,0,10,4,p,AM,1200,0,17.5,10,0,0,0,10;9;5;4;,26;23;11;,0830;0835;0845;0847;,510.00;515.69;525.09;527.47;
491,10,4,1,10,4,p,AM,0,0,34.2,19,16.7063,0,0,10;11;12;3;4;,27;33;35;6;,0830;0842;0855;0859;0904;,510.00;522.26;535.82;539.84;544.18;
492,10,5,0,10,5,p,AM,1000,0,15.1,8,0,0,0,10;9;5;,26;23;,0830;0835;0845;,510.00;515.69;525.09;
493,10,5,2,10,5,p,AM,0,0,21.9,13,6.7574,0,0,10;11;4;5;,27;31;9;,0830;0842;0849;0851;,510.00;522.26;529.48;531.85;
494,10,5,1,10,5,p,AM,0,0,36.5,21,21.4539,0,0,10;11;12;3;4;5;,27;33;35;6;9;,0830;0842;0855;0859;0904;0906;,510.00;522.26;535.82;539.84;544.18;546.55;
495,10,6,1,10,6,p,AM,800,0,24.5,12,0,0,0,10;9;5;6;,26;23;12;,0830;0835;0845;0854;,510.00;515.69;525.09;534.52;
496,10,6,3,10,6,p,AM,0,0,38.3,15,13.8165,0,0,10;9;8;6;,26;24;19;,0830;0835;0851;0908;,510.00;515.69;531.96;548.33;
497,10,6,0,10,6,p,AM,0,0,50,11,25.5193,0,0,10;16;8;6;,29;47;19;,0830;0852;0903;0920;,510.00;532.32;543.66;560.04;
498,10,6,2,10,6,p,AM,0,0,46,30,21.4539,0,0,10;11;12;3;1;2;6;,27;33;35;5;1;4;,0830;0842;0855;0859;0903;0909;0915;,510.00;522.26;535.82;539.84;543.85;549.85;555.97;
499,10,7,1,10,7,p,AM,224.6,0,28,16,0.3288,2.6729,0.0751,10;9;8;7;,26;24;20;,0830;0835;0851;0857;,510.00;515.69;531.96;537.95;
500,10,7,0,10,7,p,AM,1675.4,0,27.6,9,0.0095,0.5719,0.0464,10;16;18;7;,29;50;54;,0830;0852;0855;0857;,510.00;532.32;535.56;537.62;
501,10,7,2,10,7,p,AM,0,0,68.2,35,40.5732,0,0,10;11;12;3;1;2;6;8;7;,27;33;35;5;1;4;16;20;,0830;0842;0855;0859;0903;0909;0915;0932;0938;,510.00;522.26;535.82;539.84;543.85;549.85;555.97;572.21;578.20;
502,10,8,1,10,8,p,AM,1600,0,22,13,0,0,0,10;9;8;,26;24;,0830;0835;0851;,510.00;515.69;531.96;
503,10,8,0,10,8,p,AM,0,0,33.7,9,11.7028,0,0,10;16;8;,29;47;,0830;0852;0903;,510.00;532.32;543.66;
504,10,8,2,10,8,p,AM,0,0,62.2,32,40.2444,0,0,10;11;12;3;1;2;6;8;,27;33;35;5;1;4;16;,0830;0842;0855;0859;0903;0909;0915;0932;,510.00;522.26;535.82;539.84;543.85;549.85;555.97;572.21;
505,10,9,0,10,9,p,AM,2800,0,5.7,3,0,0,0,10;9;,26;,0830;0835;,510.00;515.69;
506,10,11,0,10,11,p,AM,4000,0,12.3,5,0,0,0,10;11;,27;,0830;0842;,510.00;522.26;
507,10,11,1,10,11,p,AM,0,0,24.6,16,12.3466,0,0,10;9;5;4;11;,26;23;11;10;,0830;0835;0845;0847;0854;,510.00;515.69;525.09;527.47;534.60;
508,10,12,0,10,12,p,AM,1586.4,0,25.8,11,0,0.0002,0,10;11;12;,27;33;,0830;0842;0855;,510.00;522.26;535.82;
509,10,12,2,10,12,p,AM,0,0,27.8,19,2.0178,0,0,10;11;4;3;12;,27;31;8;7;,0830;0842;0849;0853;0857;,510.00;522.26;529.48;533.81;537.84;
510,10,12,1,10,12,p,AM,413.6,0,25.8,18,0.008,0.1289,0.0021,10;9;5;4;3;12;,26;23;11;8;7;,0830;0835;0845;0847;0851;0855;,510.00;515.69;525.09;527.47;531.80;535.83;
511,10,13,0,10,13,p,AM,1498.1,0,28.8,14,0,0.0002,0,10;11;12;13;,27;33;37;,0830;0842;0855;0858;,510.00;522.26;535.82;538.85;
512,10,13,2,10,13,p,AM,0,0,30.9,22,2.0178,0,0,10;11;4;3;12;13;,27;31;8;7;37;,0830;0842;0849;0853;0857;0900;,510.00;522.26;529.48;533.81;537.84;540.86;
