name,link_id,from_node_id,to_node_id,facility_type,dir_flag,length,lanes,capacity,free_speed,link_type,cost,VDF_fftt1,VDF_cap1,VDF_alpha1,VDF_beta1,VDF_theta1,VDF_gamma1,VDF_mu1,RUC_rho1,RUC_resource1,RUC_type
,76,447,849,Highway,1,2.16185,1,4000,60,1,0,2.16185,4000,0.15,4,1,1,100,10,0,1
,76,448,447,Highway,1,4.3224,1,3500,60,1,0,4.3224,3500,0.15,4,1,1,100,10,0,1
,76,448,449,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,76,448,664,Highway,1,2.75245,1,3500,60,1,0,2.75245,3500,0.15,4,1,1,100,10,0,1
,76,448,665,Highway,1,0.65699,1,3500,60,1,0,0.65699,3500,0.15,4,1,1,100,10,0,1
,76,449,448,Highway,1,2.989,1,5000,60,1,0,2.989,5000,0.15,4,1,1,100,10,0,1
,76,449,450,Highway,1,1.83,1,5000,60,1,0,1.83,5000,0.15,4,1,1,100,10,0,1
,76,449,662,Highway,1,2.63362,1,2000,60,1,0,2.63362,2000,0.15,4,1,1,100,10,0,1
,76,449,663,Highway,1,0.682,1,2000,60,1,0,0.682,2000,0.15,4,1,1,100,10,0,1
,76,450,449,Highway,1,1.83,1,5000,60,1,0,1.83,5000,0.15,4,1,1,100,10,0,1
,76,450,451,Highway,1,1.30973,1,5000,60,1,0,1.30973,5000,0.15,4,1,1,100,10,0,1
,76,450,453,Highway,1,4.05593,1,5000,60,1,0,4.05593,5000,0.15,4,1,1,100,10,0,1
,76,450,508,Highway,1,3.51955,1,5000,60,1,0,3.51955,5000,0.15,4,1,1,100,10,0,1
,76,451,450,Highway,1,1.30973,1,5000,60,1,0,1.30973,5000,0.15,4,1,1,100,10,0,1
,76,451,452,Highway,1,2.00095,1,5000,60,1,0,2.00095,5000,0.15,4,1,1,100,10,0,1
,76,451,654,Highway,1,2.00652,1,5000,60,1,0,2.00652,5000,0.15,4,1,1,100,10,0,1
,76,451,655,Highway,1,1.2276,1,5000,60,1,0,1.2276,5000,0.15,4,1,1,100,10,0,1
,76,452,451,Highway,1,2.00095,1,5000,60,1,0,2.00095,5000,0.15,4,1,1,100,10,0,1
,76,452,525,Highway,1,2.15668,1,5000,60,1,0,2.15668,5000,0.15,4,1,1,100,10,0,1
,76,452,652,Highway,1,2.16185,1,7000,60,1,0,2.16185,7000,0.15,4,1,1,100,10,0,1
,76,452,654,Highway,1,1.13467,1,7000,60,1,0,1.13467,7000,0.15,4,1,1,100,10,0,1
,76,453,450,Highway,1,4.05593,1,5000,60,1,0,4.05593,5000,0.15,4,1,1,100,10,0,1
,76,453,454,Highway,1,9.13311,1,3500,60,1,0,9.13311,3500,0.15,4,1,1,100,10,0,1
,76,453,650,Highway,1,2.62016,1,500,60,1,0,2.62016,500,0.15,4,1,1,100,10,0,1
,76,453,841,Highway,1,0.7446,1,500,60,1,0,0.7446,500,0.15,4,1,1,100,10,0,1
,76,454,453,Highway,1,9.13311,1,3500,60,1,0,9.13311,3500,0.15,4,1,1,100,10,0,1
,76,454,455,Highway,1,2.99894,1,3500,60,1,0,2.99894,3500,0.15,4,1,1,100,10,0,1
,76,454,838,Highway,1,1.98695,1,3000,60,1,0,1.98695,3000,0.15,4,1,1,100,10,0,1
,76,454,840,Highway,1,1.20311,1,3000,60,1,0,1.20311,3000,0.15,4,1,1,100,10,0,1
,76,455,454,Highway,1,2.99894,1,3500,60,1,0,2.99894,3500,0.15,4,1,1,100,10,0,1
,76,455,456,Highway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,76,455,833,Highway,1,2.14543,1,3000,60,1,0,2.14543,3000,0.15,4,1,1,100,10,0,1
,76,455,835,Highway,1,1.18441,1,3000,60,1,0,1.18441,3000,0.15,4,1,1,100,10,0,1
,76,456,455,Highway,1,2.92864,1,3500,60,1,0,2.92864,3500,0.15,4,1,1,100,10,0,1
,76,456,457,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,76,456,834,Highway,1,1.96908,1,5500,60,1,0,1.96908,5500,0.15,4,1,1,100,10,0,1
,76,456,836,Highway,1,1.13467,1,5500,60,1,0,1.13467,5500,0.15,4,1,1,100,10,0,1
,76,457,456,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,76,457,458,Highway,1,1.58248,1,3500,60,1,0,1.58248,3500,0.15,4,1,1,100,10,0,1
,76,457,829,Highway,1,3.05061,1,1000,60,1,0,3.05061,1000,0.15,4,1,1,100,10,0,1
,76,457,831,Highway,1,0.682,1,1000,60,1,0,0.682,1000,0.15,4,1,1,100,10,0,1
,76,458,457,Highway,1,1.58248,1,3500,60,1,0,1.58248,3500,0.15,4,1,1,100,10,0,1
,76,458,459,Highway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,76,458,467,Highway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,76,458,468,Highway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,76,459,458,Highway,1,1.3708,1,5000,60,1,0,1.3708,5000,0.15,4,1,1,100,10,0,1
,76,459,460,Highway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,76,459,832,Highway,1,1.27372,1,2000,60,1,0,1.27372,2000,0.15,4,1,1,100,10,0,1
,76,459,845,Highway,1,3.63808,1,2000,60,1,0,3.63808,2000,0.15,4,1,1,100,10,0,1
,76,460,459,Highway,1,5.04681,1,3500,60,1,0,5.04681,3500,0.15,4,1,1,100,10,0,1
,76,460,461,Highway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,76,460,872,Highway,1,4.80508,1,3500,60,1,0,4.80508,3500,0.15,4,1,1,100,10,0,1
,76,460,875,Highway,1,1.09969,1,3500,60,1,0,1.09969,3500,0.15,4,1,1,100,10,0,1
,76,461,460,Highway,1,6.78445,1,3500,60,1,0,6.78445,3500,0.15,4,1,1,100,10,0,1
,76,461,462,Highway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,76,461,874,Highway,1,2.42854,1,2000,60,1,0,2.42854,2000,0.15,4,1,1,100,10,0,1
,76,461,877,Highway,1,3.93675,1,2000,60,1,0,3.93675,2000,0.15,4,1,1,100,10,0,1
,76,462,461,Highway,1,5.79725,1,3500,60,1,0,5.79725,3500,0.15,4,1,1,100,10,0,1
,76,462,873,Highway,1,3.26108,1,1500,60,1,0,3.26108,1500,0.15,4,1,1,100,10,0,1
,76,462,876,Highway,1,2.74025,1,1500,60,1,0,2.74025,1500,0.15,4,1,1,100,10,0,1
,76,462,927,Highway,1,7.7268,1,3500,60,1,0,7.7268,3500,0.15,4,1,1,100,10,0,1
,76,463,464,Highway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,76,463,928,Highway,1,16.654,1,3500,60,1,0,16.654,3500,0.15,4,1,1,100,10,0,1
,76,464,463,Highway,1,4.16322,1,3500,60,1,0,4.16322,3500,0.15,4,1,1,100,10,0,1
,76,464,465,Highway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,76,464,883,Highway,1,2.78804,1,2000,60,1,0,2.78804,2000,0.15,4,1,1,100,10,0,1
,76,464,884,Highway,1,3.36165,1,2000,60,1,0,3.36165,2000,0.15,4,1,1,100,10,0,1
,76,465,464,Highway,1,7.80824,1,3500,60,1,0,7.80824,3500,0.15,4,1,1,100,10,0,1
,76,465,466,Highway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,76,465,862,Highway,1,4.47426,1,3500,60,1,0,4.47426,3500,0.15,4,1,1,100,10,0,1
,76,465,881,Highway,1,1.54319,1,3500,60,1,0,1.54319,3500,0.15,4,1,1,100,10,0,1
,76,466,465,Highway,1,6.00285,1,3500,60,1,0,6.00285,3500,0.15,4,1,1,100,10,0,1
,76,466,467,Highway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,76,466,855,Highway,1,2.10339,1,5000,60,1,0,2.10339,5000,0.15,4,1,1,100,10,0,1
,76,466,862,Highway,1,3.97203,1,5000,60,1,0,3.97203,5000,0.15,4,1,1,100,10,0,1
,76,467,458,Highway,1,5.6173,1,3500,60,1,0,5.6173,3500,0.15,4,1,1,100,10,0,1
,76,467,466,Highway,1,5.7353,1,3500,60,1,0,5.7353,3500,0.15,4,1,1,100,10,0,1
,76,467,845,Highway,1,2.20446,1,2500,60,1,0,2.20446,2500,0.15,4,1,1,100,10,0,1
,76,467,855,Highway,1,3.79232,1,2500,60,1,0,3.79232,2500,0.15,4,1,1,100,10,0,1
,76,468,458,Highway,1,3.08879,1,3500,60,1,0,3.08879,3500,0.15,4,1,1,100,10,0,1
,76,468,469,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,76,468,829,Highway,1,1.66609,1,2500,60,1,0,1.66609,2500,0.15,4,1,1,100,10,0,1
,76,468,830,Highway,1,1.50659,1,2500,60,1,0,1.50659,2500,0.15,4,1,1,100,10,0,1
,76,469,468,Highway,1,3.18429,1,3500,60,1,0,3.18429,3500,0.15,4,1,1,100,10,0,1
,76,469,470,Highway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,76,469,819,Highway,1,0.65982,1,3000,60,1,0,0.65982,3000,0.15,4,1,1,100,10,0,1
,76,469,824,Highway,1,3.54115,1,3000,60,1,0,3.54115,3000,0.15,4,1,1,100,10,0,1
,76,470,469,Highway,1,2.94384,1,3500,60,1,0,2.94384,3500,0.15,4,1,1,100,10,0,1
,76,470,471,Highway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,76,470,817,Highway,1,0.61304,1,1000,60,1,0,0.61304,1000,0.15,4,1,1,100,10,0,1
,76,470,822,Highway,1,3.19596,1,1000,60,1,0,3.19596,1000,0.15,4,1,1,100,10,0,1
,76,471,470,Highway,1,4.14441,1,3500,60,1,0,4.14441,3500,0.15,4,1,1,100,10,0,1
,76,471,472,Highway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,76,471,815,Highway,1,3.24219,1,3000,60,1,0,3.24219,3000,0.15,4,1,1,100,10,0,1
,76,471,816,Highway,1,0.65699,1,3000,60,1,0,0.65699,3000,0.15,4,1,1,100,10,0,1
,76,472,471,Highway,1,3.17259,1,3500,60,1,0,3.17259,3500,0.15,4,1,1,100,10,0,1
,76,472,473,Highway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,76,472,813,Highway,1,1.87122,1,3000,60,1,0,1.87122,3000,0.15,4,1,1,100,10,0,1
,76,472,815,Highway,1,1.4461,1,3000,60,1,0,1.4461,3000,0.15,4,1,1,100,10,0,1
,76,473,472,Highway,1,1.5552,1,5000,60,1,0,1.5552,5000,0.15,4,1,1,100,10,0,1
,76,473,474,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,473,475,Highway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,76,473,707,Highway,1,3.85219,1,1000,60,1,0,3.85219,1000,0.15,4,1,1,100,10,0,1
,76,473,813,Highway,1,0.7446,1,1000,60,1,0,0.7446,1000,0.15,4,1,1,100,10,0,1
,76,474,473,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,474,538,Highway,1,2.99149,1,5000,60,1,0,2.99149,5000,0.15,4,1,1,100,10,0,1
,76,474,701,Highway,1,0.82067,1,3500,60,1,0,0.82067,3500,0.15,4,1,1,100,10,0,1
,76,474,706,Highway,1,2.41317,1,3500,60,1,0,2.41317,3500,0.15,4,1,1,100,10,0,1
,76,475,473,Highway,1,2.92355,1,5000,60,1,0,2.92355,5000,0.15,4,1,1,100,10,0,1
,76,475,476,Highway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,76,475,706,Highway,1,2.51953,1,3500,60,1,0,2.51953,3500,0.15,4,1,1,100,10,0,1
,76,475,707,Highway,1,1.17811,1,3500,60,1,0,1.17811,3500,0.15,4,1,1,100,10,0,1
,76,476,475,Highway,1,1.52866,1,5000,60,1,0,1.52866,5000,0.15,4,1,1,100,10,0,1
,76,476,477,Highway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,76,476,705,Highway,1,2.28404,1,3500,60,1,0,2.28404,3500,0.15,4,1,1,100,10,0,1
,76,476,707,Highway,1,1.18441,1,3500,60,1,0,1.18441,3500,0.15,4,1,1,100,10,0,1
,76,477,476,Highway,1,3.38371,1,5000,60,1,0,3.38371,5000,0.15,4,1,1,100,10,0,1
,76,477,478,Highway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,76,477,503,Highway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,76,477,504,Highway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,76,478,477,Highway,1,2.29704,1,6500,60,1,0,2.29704,6500,0.15,4,1,1,100,10,0,1
,76,478,479,Highway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,76,478,633,Highway,1,1.97097,1,5500,60,1,0,1.97097,5500,0.15,4,1,1,100,10,0,1
,76,478,703,Highway,1,1.31398,1,5500,60,1,0,1.31398,5500,0.15,4,1,1,100,10,0,1
,76,479,478,Highway,1,3.01935,1,6500,60,1,0,3.01935,6500,0.15,4,1,1,100,10,0,1
,76,479,480,Highway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,76,479,629,Highway,1,2.23796,1,3000,60,1,0,2.23796,3000,0.15,4,1,1,100,10,0,1
,76,479,693,Highway,1,0.96449,1,3000,60,1,0,0.96449,3000,0.15,4,1,1,100,10,0,1
,76,480,479,Highway,1,1.17336,1,6500,60,1,0,1.17336,6500,0.15,4,1,1,100,10,0,1
,76,480,481,Highway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,76,480,483,Highway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,76,480,484,Highway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,76,480,486,Highway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,76,481,480,Highway,1,1.29401,1,5000,60,1,0,1.29401,5000,0.15,4,1,1,100,10,0,1
,76,481,482,Highway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,76,481,483,Highway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,76,481,691,Highway,1,2.30915,1,6500,60,1,0,2.30915,6500,0.15,4,1,1,100,10,0,1
,76,482,481,Highway,1,0.488,1,5000,60,1,0,0.488,5000,0.15,4,1,1,100,10,0,1
,76,483,480,Highway,1,1.525,1,5000,60,1,0,1.525,5000,0.15,4,1,1,100,10,0,1
,76,483,481,Highway,1,1.09969,1,6500,60,1,0,1.09969,6500,0.15,4,1,1,100,10,0,1
,76,483,539,Highway,1,3.07733,1,5000,60,1,0,3.07733,5000,0.15,4,1,1,100,10,0,1
,76,483,693,Highway,1,0.682,1,6500,60,1,0,0.682,6500,0.15,4,1,1,100,10,0,1
,76,484,480,Highway,1,1.80131,1,5000,60,1,0,1.80131,5000,0.15,4,1,1,100,10,0,1
,76,484,485,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,484,627,Highway,1,1.73609,1,6000,60,1,0,1.73609,6000,0.15,4,1,1,100,10,0,1
,76,484,629,Highway,1,1.52866,1,6000,60,1,0,1.52866,6000,0.15,4,1,1,100,10,0,1
,76,485,484,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,485,489,Highway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,76,485,626,Highway,1,1.75633,1,6500,60,1,0,1.75633,6500,0.15,4,1,1,100,10,0,1
,76,485,628,Highway,1,1.364,1,6500,60,1,0,1.364,6500,0.15,4,1,1,100,10,0,1
,76,486,480,Highway,1,1.89493,1,6500,60,1,0,1.89493,6500,0.15,4,1,1,100,10,0,1
,76,486,535,Highway,1,0.25151,1,6500,60,1,0,0.25151,6500,0.15,4,1,1,100,10,0,1
,76,486,627,Highway,1,2.10339,1,6500,60,1,0,2.10339,6500,0.15,4,1,1,100,10,0,1
,76,486,691,Highway,1,1.06706,1,6500,60,1,0,1.06706,6500,0.15,4,1,1,100,10,0,1
,76,487,488,Highway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,76,487,535,Highway,1,3.49621,1,6500,60,1,0,3.49621,6500,0.15,4,1,1,100,10,0,1
,76,487,681,Highway,1,1.64248,1,3000,60,1,0,1.64248,3000,0.15,4,1,1,100,10,0,1
,76,487,682,Highway,1,1.50659,1,3000,60,1,0,1.50659,3000,0.15,4,1,1,100,10,0,1
,76,488,405,Highway,1,0.95285,1,5000,60,1,0,0.95285,5000,0.15,4,1,1,100,10,0,1
,76,488,487,Highway,1,2.4039,1,5000,60,1,0,2.4039,5000,0.15,4,1,1,100,10,0,1
,76,488,680,Highway,1,2.29623,1,2500,60,1,0,2.29623,2500,0.15,4,1,1,100,10,0,1
,76,488,682,Highway,1,1.01524,1,2500,60,1,0,1.01524,2500,0.15,4,1,1,100,10,0,1
,76,489,485,Highway,1,2.44,1,5000,60,1,0,2.44,5000,0.15,4,1,1,100,10,0,1
,76,489,490,Highway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,76,489,630,Highway,1,1.72534,1,3500,60,1,0,1.72534,3500,0.15,4,1,1,100,10,0,1
,76,489,631,Highway,1,1.769,1,3500,60,1,0,1.769,3500,0.15,4,1,1,100,10,0,1
,76,490,489,Highway,1,0.9779,1,6500,60,1,0,0.9779,6500,0.15,4,1,1,100,10,0,1
,76,490,491,Highway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,76,490,557,Highway,1,2.43542,1,5000,60,1,0,2.43542,5000,0.15,4,1,1,100,10,0,1
,76,490,631,Highway,1,1.19846,1,5000,60,1,0,1.19846,5000,0.15,4,1,1,100,10,0,1
,76,491,490,Highway,1,2.39847,1,6500,60,1,0,2.39847,6500,0.15,4,1,1,100,10,0,1
,76,491,492,Highway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,76,491,558,Highway,1,2.34672,1,6500,60,1,0,2.34672,6500,0.15,4,1,1,100,10,0,1
,76,491,559,Highway,1,0.73707,1,6500,60,1,0,0.73707,6500,0.15,4,1,1,100,10,0,1
,76,492,491,Highway,1,2.63432,1,6500,60,1,0,2.63432,6500,0.15,4,1,1,100,10,0,1
,76,492,493,Highway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,76,492,561,Highway,1,2.19685,1,9000,60,1,0,2.19685,9000,0.15,4,1,1,100,10,0,1
,76,492,562,Highway,1,0.73707,1,9000,60,1,0,0.73707,9000,0.15,4,1,1,100,10,0,1
,76,493,492,Highway,1,0.99301,1,6500,60,1,0,0.99301,6500,0.15,4,1,1,100,10,0,1
,76,493,494,Highway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,76,493,497,Highway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,76,493,562,Highway,1,0.57547,1,14500,60,1,0,0.57547,14500,0.15,4,1,1,100,10,0,1
,76,493,564,Highway,1,1.82797,1,14500,60,1,0,1.82797,14500,0.15,4,1,1,100,10,0,1
,76,494,493,Highway,1,1.9096,1,6500,60,1,0,1.9096,6500,0.15,4,1,1,100,10,0,1
,76,494,495,Highway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,76,494,561,Highway,1,0.67377,1,10000,60,1,0,0.67377,10000,0.15,4,1,1,100,10,0,1
,76,494,563,Highway,1,2.20446,1,10000,60,1,0,2.20446,10000,0.15,4,1,1,100,10,0,1
,76,495,494,Highway,1,2.58801,1,9000,60,1,0,2.58801,9000,0.15,4,1,1,100,10,0,1
,76,495,496,Highway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,76,495,551,Highway,1,3.26962,1,7000,60,1,0,3.26962,7000,0.15,4,1,1,100,10,0,1
,76,495,560,Highway,1,0.61304,1,7000,60,1,0,0.61304,7000,0.15,4,1,1,100,10,0,1
,76,496,436,Highway,1,0.95285,1,9000,60,1,0,0.95285,9000,0.15,4,1,1,100,10,0,1
,76,496,495,Highway,1,2.37274,1,9000,60,1,0,2.37274,9000,0.15,4,1,1,100,10,0,1
,76,496,553,Highway,1,1.46907,1,6000,60,1,0,1.46907,6000,0.15,4,1,1,100,10,0,1
,76,496,556,Highway,1,0.9836,1,6000,60,1,0,0.9836,6000,0.15,4,1,1,100,10,0,1
,76,497,493,Highway,1,1.40829,1,6500,60,1,0,1.40829,6500,0.15,4,1,1,100,10,0,1
,76,497,498,Highway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,76,498,497,Highway,1,0.5787,1,6500,60,1,0,0.5787,6500,0.15,4,1,1,100,10,0,1
,76,498,499,Highway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,76,498,533,Highway,1,1.2276,1,6500,60,1,0,1.2276,6500,0.15,4,1,1,100,10,0,1
,76,499,498,Highway,1,1.25755,1,5000,60,1,0,1.25755,5000,0.15,4,1,1,100,10,0,1
,76,499,500,Highway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,76,499,567,Highway,1,1.525,1,12500,60,1,0,1.525,12500,0.15,4,1,1,100,10,0,1
,76,499,569,Highway,1,1.04948,1,12500,60,1,0,1.04948,12500,0.15,4,1,1,100,10,0,1
,76,500,499,Highway,1,2.60592,1,5000,60,1,0,2.60592,5000,0.15,4,1,1,100,10,0,1
,76,500,501,Highway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,76,500,566,Highway,1,1.54319,1,4500,60,1,0,1.54319,4500,0.15,4,1,1,100,10,0,1
,76,500,570,Highway,1,0.671,1,4500,60,1,0,0.671,4500,0.15,4,1,1,100,10,0,1
,76,501,500,Highway,1,3.30809,1,5000,60,1,0,3.30809,5000,0.15,4,1,1,100,10,0,1
,76,501,502,Highway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,76,501,571,Highway,1,1.12478,1,5500,60,1,0,1.12478,5500,0.15,4,1,1,100,10,0,1
,76,501,636,Highway,1,1.06706,1,5500,60,1,0,1.06706,5500,0.15,4,1,1,100,10,0,1
,76,502,501,Highway,1,3.19188,1,5000,60,1,0,3.19188,5000,0.15,4,1,1,100,10,0,1
,76,502,503,Highway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,76,502,632,Highway,1,1.64248,1,1500,60,1,0,1.64248,1500,0.15,4,1,1,100,10,0,1
,76,502,634,Highway,1,1.586,1,1500,60,1,0,1.586,1500,0.15,4,1,1,100,10,0,1
,76,503,477,Highway,1,0.793,1,6500,60,1,0,0.793,6500,0.15,4,1,1,100,10,0,1
,76,503,502,Highway,1,3.32995,1,6500,60,1,0,3.32995,6500,0.15,4,1,1,100,10,0,1
,76,503,504,Highway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
,76,503,633,Highway,1,3.05061,1,7000,60,1,0,3.05061,7000,0.15,4,1,1,100,10,0,1
,76,504,477,Highway,1,0.87339,1,6500,60,1,0,0.87339,6500,0.15,4,1,1,100,10,0,1
,76,504,503,Highway,1,0.366,1,7000,60,1,0,0.366,7000,0.15,4,1,1,100,10,0,1
,76,504,505,Highway,1,3.22839,1,6500,60,1,0,3.22839,6500,0.15,4,1,1,100,10,0,1
,76,504,635,Highway,1,0.71138,1,7000,60,1,0,0.71138,7000,0.15,4,1,1,100,10,0,1
,76,505,504,Highway,1,3.22839,1,6500,60,1,0,3.22839,6500,0.15,4,1,1,100,10,0,1
,76,505,506,Highway,1,2.2338,1,6500,60,1,0,2.2338,6500,0.15,4,1,1,100,10,0,1
,76,505,634,Highway,1,1.79406,1,6000,60,1,0,1.79406,6000,0.15,4,1,1,100,10,0,1
,76,505,639,Highway,1,1.39235,1,6000,60,1,0,1.39235,6000,0.15,4,1,1,100,10,0,1
,76,506,505,Highway,1,2.2338,1,6500,60,1,0,2.2338,6500,0.15,4,1,1,100,10,0,1
,76,506,507,Highway,1,3.58034,1,5000,60,1,0,3.58034,5000,0.15,4,1,1,100,10,0,1
,76,506,639,Highway,1,0.86267,1,5000,60,1,0,0.86267,5000,0.15,4,1,1,100,10,0,1
,76,506,644,Highway,1,2.41317,1,5000,60,1,0,2.41317,5000,0.15,4,1,1,100,10,0,1
,76,507,506,Highway,1,3.58034,1,5000,60,1,0,3.58034,5000,0.15,4,1,1,100,10,0,1
,76,507,508,Highway,1,7.0739,1,5000,60,1,0,7.0739,5000,0.15,4,1,1,100,10,0,1
,76,507,578,Highway,1,5.15657,1,1500,60,1,0,5.15657,1500,0.15,4,1,1,100,10,0,1
,76,507,646,Highway,1,0.2728,1,1500,60,1,0,0.2728,1500,0.15,4,1,1,100,10,0,1
,76,508,450,Highway,1,3.51955,1,5000,60,1,0,3.51955,5000,0.15,4,1,1,100,10,0,1
,76,508,507,Highway,1,7.0739,1,5000,60,1,0,7.0739,5000,0.15,4,1,1,100,10,0,1
,76,508,509,Highway,1,1.89198,1,5000,60,1,0,1.89198,5000,0.15,4,1,1,100,10,0,1
,76,509,508,Highway,1,1.89198,1,5000,60,1,0,1.89198,5000,0.15,4,1,1,100,10,0,1
,76,509,510,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,509,659,Highway,1,1.09969,1,5000,60,1,0,1.09969,5000,0.15,4,1,1,100,10,0,1
,76,509,667,Highway,1,2.16185,1,5000,60,1,0,2.16185,5000,0.15,4,1,1,100,10,0,1
,76,510,509,Highway,1,2.98962,1,5000,60,1,0,2.98962,5000,0.15,4,1,1,100,10,0,1
,76,510,511,Highway,1,0.244,1,5000,60,1,0,0.244,5000,0.15,4,1,1,100,10,0,1
,76,510,658,Highway,1,1.04948,1,4000,60,1,0,1.04948,4000,0.15,4,1,1,100,10,0,1
,76,510,666,Highway,1,2.22043,1,4000,60,1,0,2.22043,4000,0.15,4,1,1,100,10,0,1
,76,511,510,Highway,1,0.244,1,5000,60,1,0,0.244,5000,0.15,4,1,1,100,10,0,1
,76,511,512,Highway,1,2.074,1,5000,60,1,0,2.074,5000,0.15,4,1,1,100,10,0,1
,76,511,521,Highway,1,2.86765,1,5000,60,1,0,2.86765,5000,0.15,4,1,1,100,10,0,1
,76,511,522,Highway,1,4.27174,1,5000,60,1,0,4.27174,5000,0.15,4,1,1,100,10,0,1
,76,512,511,Highway,1,2.074,1,5000,60,1,0,2.074,5000,0.15,4,1,1,100,10,0,1
,76,512,513,Highway,1,3.42959,1,5000,60,1,0,3.42959,5000,0.15,4,1,1,100,10,0,1
